name,email,gender,GPA
Rosemary LAM,rosemary.lam.2013@sis.eunoia.edu.sg,F,2.78
Rock Kong,rock.kong.2014@sis.eunoia.edu.sg,M,2.78
Mangala Pillay,mangala.pillay.2012@business.eunoia.edu.sg,F,2.78
Yeaso Pillay,yeaso.pillay.2013@business.eunoia.edu.sg,F,2.79
Yajur Pillay,yajur.pillay.2011@business.eunoia.edu.sg,F,2.79
Shiva Pillay,shiva.pillay.2013@business.eunoia.edu.sg,F,2.79
Sheshikala Pillay,sheshikala.pillay.2013@business.eunoia.edu.sg,F,2.79
Norma LAM,norma.lam.2014@sis.eunoia.edu.sg,F,2.79
Terence Kong,terence.kong.2013@sis.eunoia.edu.sg,M,2.81
Sidney Kong,sidney.kong.2014@sis.eunoia.edu.sg,M,2.81
Rathnakar Pillay,rathnakar.pillay.2012@business.eunoia.edu.sg,F,2.81
Pramila Pillay,pramila.pillay.2013@business.eunoia.edu.sg,F,2.81
Ophelia LAM,ophelia.lam.2010@sis.eunoia.edu.sg,F,2.81
Wasim Pillay,wasim.pillay.2014@business.eunoia.edu.sg,F,2.82
Sophia LAM,sophia.lam.2011@sis.eunoia.edu.sg,F,2.82
Siva Pillay,siva.pillay.2013@business.eunoia.edu.sg,F,2.82
Shailaja Pillay,shailaja.pillay.2013@business.eunoia.edu.sg,F,2.82
Preetam Pillay,preetam.pillay.2010@business.eunoia.edu.sg,F,2.82
Prasad Pillay,prasad.pillay.2012@business.eunoia.edu.sg,F,2.82
Marcia LAM,marcia.lam.2012@sis.eunoia.edu.sg,F,2.82
Xcel Fan,xcel.fan.2010@economics.eunoia.edu.sg,M,2.83
Wayne Fan,wayne.fan.2012@economics.eunoia.edu.sg,M,2.83
Shelly LAM,shelly.lam.2014@sis.eunoia.edu.sg,F,2.83
Shailendra Pillay,shailendra.pillay.2013@business.eunoia.edu.sg,F,2.83
Milton Kong,milton.kong.2011@sis.eunoia.edu.sg,M,2.83
Susannah LAM,susannah.lam.2013@sis.eunoia.edu.sg,F,2.84
Ramakrishna Pillay,ramakrishna.pillay.2013@business.eunoia.edu.sg,F,2.84
Vishal Pillay,vishal.pillay.2011@business.eunoia.edu.sg,F,2.85
Saravanan kumar Pillay,saravanankumar.pillay.2013@business.eunoia.edu.sg,F,2.85
Nevil Kong,nevil.kong.2013@sis.eunoia.edu.sg,M,2.85
Vallerie LAM,vallerie.lam.2013@sis.eunoia.edu.sg,F,2.86
Silvya LAM,silvya.lam.2013@sis.eunoia.edu.sg,F,2.86
Shunmugha Priya Pillay,shunmughapriya.pillay.2014@business.eunoia.edu.sg,F,2.86
Shubhada Pillay,shubhada.pillay.2011@business.eunoia.edu.sg,F,2.86
Rudoph Kong,rudoph.kong.2010@sis.eunoia.edu.sg,M,2.86
Pran Pillay,pran.pillay.2013@business.eunoia.edu.sg,F,2.86
Prafulla Pillay,prafulla.pillay.2010@business.eunoia.edu.sg,F,2.86
Prabha Pillay,prabha.pillay.2010@business.eunoia.edu.sg,F,2.86
Noah Kong,noah.kong.2010@sis.eunoia.edu.sg,M,2.86
Vivian LAM,vivian.lam.2014@sis.eunoia.edu.sg,F,2.87
Viola LAM,viola.lam.2013@sis.eunoia.edu.sg,F,2.87
Stella LAM,stella.lam.2014@sis.eunoia.edu.sg,F,2.87
Saurav Pillay,saurav.pillay.2013@business.eunoia.edu.sg,F,2.87
Sapan Pillay,sapan.pillay.2014@business.eunoia.edu.sg,F,2.87
Purvi Pillay,purvi.pillay.2013@business.eunoia.edu.sg,F,2.87
Myron Kong,myron.kong.2012@sis.eunoia.edu.sg,M,2.87
Xavierdas Pillay,xavierdas.pillay.2013@business.eunoia.edu.sg,F,2.88
Shivranjani Pillay,shivranjani.pillay.2013@business.eunoia.edu.sg,F,2.88
Sheldon Kong,sheldon.kong.2010@sis.eunoia.edu.sg,M,2.88
Philip Kong,philip.kong.2013@sis.eunoia.edu.sg,M,2.88
Nandini Pillay,nandini.pillay.2013@business.eunoia.edu.sg,F,2.88
Miranda LAM,miranda.lam.2013@sis.eunoia.edu.sg,F,2.88
Yvette LAM,yvette.lam.2014@sis.eunoia.edu.sg,F,2.89
Veronica LAM,veronica.lam.2010@sis.eunoia.edu.sg,F,2.89
Vergil Kong,vergil.kong.2011@sis.eunoia.edu.sg,M,2.89
Trushar Pillay,trushar.pillay.2013@business.eunoia.edu.sg,F,2.89
Sita Pillay,sita.pillay.2013@business.eunoia.edu.sg,F,2.89
Sally LAM,sally.lam.2014@sis.eunoia.edu.sg,F,2.89
Sagnik Pillay,sagnik.pillay.2010@business.eunoia.edu.sg,F,2.89
Roger Kong,roger.kong.2013@sis.eunoia.edu.sg,M,2.89
Meha Pillay,meha.pillay.2013@business.eunoia.edu.sg,F,2.89
Yvonne LAM,yvonne.lam.2014@sis.eunoia.edu.sg,F,2.9
Sudhir Pillay,sudhir.pillay.2013@business.eunoia.edu.sg,F,2.9
Naren Pillay,naren.pillay.2013@business.eunoia.edu.sg,F,2.9
Mamie LAM,mamie.lam.2013@sis.eunoia.edu.sg,F,2.9
Terry LAM,terry.lam.2014@sis.eunoia.edu.sg,F,2.91
Suhani Pillay,suhani.pillay.2013@business.eunoia.edu.sg,F,2.91
Shivankush Pillay,shivankush.pillay.2013@business.eunoia.edu.sg,F,2.91
Ravikiran Pillay,ravikiran.pillay.2012@business.eunoia.edu.sg,F,2.91
Rajani Pillay,rajani.pillay.2011@business.eunoia.edu.sg,F,2.91
Phebe LAM,phebe.lam.2011@sis.eunoia.edu.sg,F,2.91
Parthasarathi Pillay,parthasarathi.pillay.2011@business.eunoia.edu.sg,F,2.91
Ward Kong,ward.kong.2011@sis.eunoia.edu.sg,M,2.92
Seth Kong,seth.kong.2012@sis.eunoia.edu.sg,M,2.92
Palak Pillay,palak.pillay.2013@business.eunoia.edu.sg,F,2.92
Nihit Pillay,nihit.pillay.2012@business.eunoia.edu.sg,F,2.92
Nelly LAM,nelly.lam.2012@sis.eunoia.edu.sg,F,2.92
Merry LAM,merry.lam.2014@sis.eunoia.edu.sg,F,2.92
Mathilda LAM,mathilda.lam.2014@sis.eunoia.edu.sg,F,2.92
Marian LAM,marian.lam.2014@sis.eunoia.edu.sg,F,2.92
Trupti Pillay,trupti.pillay.2013@business.eunoia.edu.sg,F,2.93
Sowjanya Pillay,sowjanya.pillay.2010@business.eunoia.edu.sg,F,2.93
Rodney Kong,rodney.kong.2013@sis.eunoia.edu.sg,M,2.93
Prithwish Pillay,prithwish.pillay.2013@business.eunoia.edu.sg,F,2.93
Olga LAM,olga.lam.2013@sis.eunoia.edu.sg,F,2.93
Maybelle LAM,maybelle.lam.2011@sis.eunoia.edu.sg,F,2.93
Violet LAM,violet.lam.2014@sis.eunoia.edu.sg,F,2.94
Usha Pillay,usha.pillay.2013@business.eunoia.edu.sg,F,2.94
Tarun Pillay,tarun.pillay.2012@business.eunoia.edu.sg,F,2.94
Srinivas Pillay,srinivas.pillay.2010@business.eunoia.edu.sg,F,2.94
Saphir LAM,saphir.lam.2013@sis.eunoia.edu.sg,F,2.94
Roslyn LAM,roslyn.lam.2012@sis.eunoia.edu.sg,F,2.94
Rashmi Pillay,rashmi.pillay.2011@business.eunoia.edu.sg,F,2.94
Prudence LAM,prudence.lam.2012@sis.eunoia.edu.sg,F,2.94
Wesley Kong,wesley.kong.2013@sis.eunoia.edu.sg,M,2.95
Shamus Kong,shamus.kong.2011@sis.eunoia.edu.sg,M,2.95
Morgan Kong,morgan.kong.2010@sis.eunoia.edu.sg,M,2.95
Monica LAM,monica.lam.2014@sis.eunoia.edu.sg,F,2.95
Wilhelm Kong,wilhelm.kong.2012@sis.eunoia.edu.sg,M,2.96
Sumeet Pillay,sumeet.pillay.2013@business.eunoia.edu.sg,F,2.96
Sharad Pillay,sharad.pillay.2012@business.eunoia.edu.sg,F,2.96
Rajat Pillay,rajat.pillay.2010@business.eunoia.edu.sg,F,2.96
"Zoe ""aka"" Ah Mei",zoe.2013@sis.eunoia.edu.sg,F,2.97
Stephen Kong,stephen.kong.2012@sis.eunoia.edu.sg,M,2.97
SP kunalan Pillay,spkunalan.pillay.2013@business.eunoia.edu.sg,F,2.97
Unary Fan,unary.fan.2014@economics.eunoia.edu.sg,M,2.97
Quentin WONG,quentin.wong.2010@law.eunoia.edu.sg,M,2.97
Priya Pillay,priya.pillay.2013@business.eunoia.edu.sg,F,2.97
Paula LAM,paula.lam.2014@sis.eunoia.edu.sg,F,2.97
Nisheet Pillay,nisheet.pillay.2013@business.eunoia.edu.sg,F,2.97
Newton Kong,newton.kong.2012@sis.eunoia.edu.sg,M,2.97
Nagesh Pillay,nagesh.pillay.2014@business.eunoia.edu.sg,F,2.97
Mital Pillay,mital.pillay.2013@business.eunoia.edu.sg,F,2.97
Orlando Kong,orlando.kong.2012@sis.eunoia.edu.sg,M,2.98
Shyamala Pillay,shyamala.pillay.2013@business.eunoia.edu.sg,F,2.99
Prahlad Pillay,prahlad.pillay.2013@business.eunoia.edu.sg,F,2.99
Mayuri Pillay,mayuri.pillay.2013@business.eunoia.edu.sg,F,2.99
Matilda LAM,matilda.lam.2014@sis.eunoia.edu.sg,F,2.99
Tara Pillay,tara.pillay.2010@business.eunoia.edu.sg,F,3
Raphaela LAM,raphaela.lam.2014@sis.eunoia.edu.sg,F,3
Percival Kong,percival.kong.2011@sis.eunoia.edu.sg,M,3
Naintara Pillay,naintara.pillay.2014@business.eunoia.edu.sg,F,3
Maximilian Kong,maximilian.kong.2012@sis.eunoia.edu.sg,M,3
Marion Kong,marion.kong.2012@sis.eunoia.edu.sg,M,3
Urvasi Pillay,urvasi.pillay.2013@business.eunoia.edu.sg,F,3.01
Tapas Pillay,tapas.pillay.2011@business.eunoia.edu.sg,F,3.01
Sunayana Pillay,sunayana.pillay.2013@business.eunoia.edu.sg,F,3.01
Roshini Pillay,roshini.pillay.2013@business.eunoia.edu.sg,F,3.01
Raphael Kong,raphael.kong.2014@sis.eunoia.edu.sg,M,3.01
Rajnigandha Pillay,rajnigandha.pillay.2014@business.eunoia.edu.sg,F,3.01
Patrice LAM,patrice.lam.2014@sis.eunoia.edu.sg,F,3.01
Pascal Kong,pascal.kong.2013@sis.eunoia.edu.sg,M,3.01
Oscar Kong,oscar.kong.2011@sis.eunoia.edu.sg,M,3.01
Nancy WONG,nancy.wong.2012@law.eunoia.edu.sg,F,3.01
Waqar Pillay,waqar.pillay.2013@business.eunoia.edu.sg,F,3.02
Sujit Pillay,sujit.pillay.2013@business.eunoia.edu.sg,F,3.02
Selma LAM,selma.lam.2010@sis.eunoia.edu.sg,F,3.02
Rajarajeshwari Pillay,rajarajeshwari.pillay.2010@business.eunoia.edu.sg,F,3.02
Norine LAM,norine.lam.2014@sis.eunoia.edu.sg,F,3.02
Vaishnavi Pillay,vaishnavi.pillay.2012@business.eunoia.edu.sg,F,3.04
Umesh Pillay,umesh.pillay.2013@business.eunoia.edu.sg,F,3.04
Tom Kong,tom.kong.2014@sis.eunoia.edu.sg,M,3.04
Rucha Pillay,rucha.pillay.2013@business.eunoia.edu.sg,F,3.04
Rosalie LAM,rosalie.lam.2013@sis.eunoia.edu.sg,F,3.04
Roberta LAM,roberta.lam.2012@sis.eunoia.edu.sg,F,3.04
Paulette LAM,paulette.lam.2014@sis.eunoia.edu.sg,F,3.04
Pamela LAM,pamela.lam.2013@sis.eunoia.edu.sg,F,3.04
Nilay Pillay,nilay.pillay.2014@business.eunoia.edu.sg,F,3.04
Michael Kong,michael.kong.2013@sis.eunoia.edu.sg,M,3.04
Vishnu Pillay,vishnu.pillay.2010@business.eunoia.edu.sg,F,3.05
Tracy LAM,tracy.lam.2013@sis.eunoia.edu.sg,F,3.05
Silvia LAM,silvia.lam.2014@sis.eunoia.edu.sg,F,3.05
Saravanan Pillay,saravanan.pillay.2013@business.eunoia.edu.sg,F,3.05
Roch Kong,roch.kong.2014@sis.eunoia.edu.sg,M,3.05
Pramod Pillay,pramod.pillay.2013@business.eunoia.edu.sg,F,3.05
Utkarsha Pillay,utkarsha.pillay.2013@business.eunoia.edu.sg,F,3.06
Ross Kong,ross.kong.2011@sis.eunoia.edu.sg,M,3.06
Narayan Pillay,narayan.pillay.2013@business.eunoia.edu.sg,F,3.06
Vivien LAM,vivien.lam.2013@sis.eunoia.edu.sg,F,3.07
Udaya Pillay,udaya.pillay.2010@business.eunoia.edu.sg,F,3.07
Sayali Pillay,sayali.pillay.2013@business.eunoia.edu.sg,F,3.07
Roland Kong,roland.kong.2012@sis.eunoia.edu.sg,M,3.07
Nitish Pillay,nitish.pillay.2013@business.eunoia.edu.sg,F,3.07
Urvi Pillay,urvi.pillay.2013@business.eunoia.edu.sg,F,3.08
Thomas Kong,thomas.kong.2011@sis.eunoia.edu.sg,M,3.08
Rosita LAM,rosita.lam.2013@sis.eunoia.edu.sg,F,3.08
Reynold Kong,reynold.kong.2012@sis.eunoia.edu.sg,M,3.08
Neeli Pillay,neeli.pillay.2012@business.eunoia.edu.sg,F,3.08
Mrinal Pillay,mrinal.pillay.2011@business.eunoia.edu.sg,F,3.08
Maggie LAM,maggie.lam.2013@sis.eunoia.edu.sg,F,3.08
Penny LAM,penny.lam.2010@sis.eunoia.edu.sg,F,3.09
Norah LAM,norah.lam.2013@sis.eunoia.edu.sg,F,3.09
Neeraja Pillay,neeraja.pillay.2011@business.eunoia.edu.sg,F,3.09
Nava Pillay,nava.pillay.2013@business.eunoia.edu.sg,F,3.09
Mortimer Kong,mortimer.kong.2014@sis.eunoia.edu.sg,M,3.09
Mouli Pillay,mouli.pillay.2013@business.eunoia.edu.sg,F,3.1
Yamini Pillay,yamini.pillay.2011@business.eunoia.edu.sg,F,3.11
Shiladitya Pillay,shiladitya.pillay.2013@business.eunoia.edu.sg,F,3.11
Mihir Pillay,mihir.pillay.2013@business.eunoia.edu.sg,F,3.11
Penelope LAM,penelope.lam.2011@sis.eunoia.edu.sg,F,3.12
Neville Kong,neville.kong.2013@sis.eunoia.edu.sg,M,3.12
Mel Kong,mel.kong.2011@sis.eunoia.edu.sg,M,3.12
Woodrow Kong,woodrow.kong.2013@sis.eunoia.edu.sg,M,3.13
Vikalpa Pillay,vikalpa.pillay.2013@business.eunoia.edu.sg,F,3.13
Shefali Pillay,shefali.pillay.2014@business.eunoia.edu.sg,F,3.13
Samuel Kong,samuel.kong.2011@sis.eunoia.edu.sg,M,3.13
Oliver Kong,oliver.kong.2013@sis.eunoia.edu.sg,M,3.13
Manohar Pillay,manohar.pillay.2012@business.eunoia.edu.sg,F,3.13
Vikram Pillay,vikram.pillay.2011@business.eunoia.edu.sg,F,3.14
Vaugh Kong,vaugh.kong.2012@sis.eunoia.edu.sg,M,3.14
Sandra LAM,sandra.lam.2013@sis.eunoia.edu.sg,F,3.14
Sachita Pillay,sachita.pillay.2012@business.eunoia.edu.sg,F,3.14
Vasudha Pillay,vasudha.pillay.2013@business.eunoia.edu.sg,F,3.15
Srihith Pillay,srihith.pillay.2010@business.eunoia.edu.sg,F,3.15
Smitha Pillay,smitha.pillay.2013@business.eunoia.edu.sg,F,3.15
Sachin Pillay,sachin.pillay.2013@business.eunoia.edu.sg,F,3.15
Priyanka Pillay,priyanka.pillay.2013@business.eunoia.edu.sg,F,3.15
Prasanna Pillay,prasanna.pillay.2011@business.eunoia.edu.sg,F,3.15
Morris Kong,morris.kong.2014@sis.eunoia.edu.sg,M,3.15
Monroe Kong,monroe.kong.2011@sis.eunoia.edu.sg,M,3.17
Margaret LAM,margaret.lam.2011@sis.eunoia.edu.sg,F,3.17
Manav Pillay,manav.pillay.2011@business.eunoia.edu.sg,F,3.17
Vijesh Pillay,vijesh.pillay.2013@business.eunoia.edu.sg,F,3.18
Subramanya Pillay,subramanya.pillay.2014@business.eunoia.edu.sg,F,3.18
Soma Pillay,soma.pillay.2013@business.eunoia.edu.sg,F,3.18
Samuel Fan,samuel.fan.2012@economics.eunoia.edu.sg,M,3.18
Raghu Pillay,raghu.pillay.2012@business.eunoia.edu.sg,F,3.18
Pratima Pillay,pratima.pillay.2011@business.eunoia.edu.sg,F,3.18
Nitin Pillay,nitin.pillay.2013@business.eunoia.edu.sg,F,3.18
Naomi LAM,naomi.lam.2014@sis.eunoia.edu.sg,F,3.18
Varsha  Pillay,varsha.pillay.2013@business.eunoia.edu.sg,F,3.19
Trivikram Pillay,trivikram.pillay.2013@business.eunoia.edu.sg,F,3.19
Theodore Kong,theodore.kong.2012@sis.eunoia.edu.sg,M,3.19
Ryan Kong,ryan.kong.2013@sis.eunoia.edu.sg,M,3.19
Roderic Kong,roderic.kong.2013@sis.eunoia.edu.sg,M,3.19
Renu Pillay,renu.pillay.2014@business.eunoia.edu.sg,F,3.19
Paramjit Pillay,paramjit.pillay.2011@business.eunoia.edu.sg,F,3.19
Otto Kong,otto.kong.2013@sis.eunoia.edu.sg,M,3.19
Mahim Pillay,mahim.pillay.2013@business.eunoia.edu.sg,F,3.2
Wilfred Kong,wilfred.kong.2013@sis.eunoia.edu.sg,M,3.21
Vardhman Pillay,vardhman.pillay.2013@business.eunoia.edu.sg,F,3.21
Simone LAM,simone.lam.2013@sis.eunoia.edu.sg,F,3.21
Shanta Pillay,shanta.pillay.2011@business.eunoia.edu.sg,F,3.21
Russell Kong,russell.kong.2013@sis.eunoia.edu.sg,M,3.21
Praneel Pillay,praneel.pillay.2013@business.eunoia.edu.sg,F,3.21
Max Kong,max.kong.2013@sis.eunoia.edu.sg,M,3.21
Winifred LAM,winifred.lam.2013@sis.eunoia.edu.sg,F,3.22
Vidhya Pillay,vidhya.pillay.2013@business.eunoia.edu.sg,F,3.22
Shauni Pillay,shauni.pillay.2011@business.eunoia.edu.sg,F,3.22
Samir Pillay,samir.pillay.2012@business.eunoia.edu.sg,F,3.22
Peg LAM,peg.lam.2013@sis.eunoia.edu.sg,F,3.22
Oona LAM,oona.lam.2012@sis.eunoia.edu.sg,F,3.22
Murtagh Kong,murtagh.kong.2013@sis.eunoia.edu.sg,M,3.22
Yves Kong,yves.kong.2013@sis.eunoia.edu.sg,M,3.23
Thamizhselvi Pillay,thamizhselvi.pillay.2010@business.eunoia.edu.sg,F,3.23
Sylvester Kong,sylvester.kong.2014@sis.eunoia.edu.sg,M,3.23
Sudha Pillay,sudha.pillay.2013@business.eunoia.edu.sg,F,3.23
Shreerang Pillay,shreerang.pillay.2012@business.eunoia.edu.sg,F,3.23
Regina LAM,regina.lam.2014@sis.eunoia.edu.sg,F,3.23
Ramona LAM,ramona.lam.2011@sis.eunoia.edu.sg,F,3.23
Rahul Pillay,rahul.pillay.2010@business.eunoia.edu.sg,F,3.23
Pauline LAM,pauline.lam.2013@sis.eunoia.edu.sg,F,3.23
Myrtle LAM,myrtle.lam.2013@sis.eunoia.edu.sg,F,3.24
Wilhelmina LAM,wilhelmina.lam.2011@sis.eunoia.edu.sg,F,3.25
Teresa LAM,teresa.lam.2014@sis.eunoia.edu.sg,F,3.25
Sharada Pillay,sharada.pillay.2011@business.eunoia.edu.sg,F,3.25
Raveena Pillay,raveena.pillay.2011@business.eunoia.edu.sg,F,3.25
Oswald Kong,oswald.kong.2014@sis.eunoia.edu.sg,M,3.25
Nameer Pillay,nameer.pillay.2013@business.eunoia.edu.sg,F,3.25
Mahesh Pillay,mahesh.pillay.2013@business.eunoia.edu.sg,F,3.25
Wilbur Kong,wilbur.kong.2013@sis.eunoia.edu.sg,M,3.26
Vidhi Pillay,vidhi.pillay.2013@business.eunoia.edu.sg,F,3.26
Vagish Pillay,vagish.pillay.2011@business.eunoia.edu.sg,F,3.26
Trudy LAM,trudy.lam.2014@sis.eunoia.edu.sg,F,3.26
Stefanie LAM,stefanie.lam.2014@sis.eunoia.edu.sg,F,3.26
Shankar Pillay,shankar.pillay.2012@business.eunoia.edu.sg,F,3.26
Sameer Pillay,sameer.pillay.2010@business.eunoia.edu.sg,F,3.26
Roxane LAM,roxane.lam.2010@sis.eunoia.edu.sg,F,3.26
Roderick Kong,roderick.kong.2013@sis.eunoia.edu.sg,M,3.26
Purnima Pillay,purnima.pillay.2013@business.eunoia.edu.sg,F,3.26
Neil Kong,neil.kong.2014@sis.eunoia.edu.sg,M,3.26
Tajinder Pillay,tajinder.pillay.2010@business.eunoia.edu.sg,F,3.27
Randy Kong,randy.kong.2014@sis.eunoia.edu.sg,M,3.27
Nina Pillay,nina.pillay.2013@business.eunoia.edu.sg,F,3.27
Zachariah Kong,zachariah.kong.2012@sis.eunoia.edu.sg,M,3.28
Thamizhselvan Pillay,thamizhselvan.pillay.2011@business.eunoia.edu.sg,F,3.28
Sumathi Pillay,sumathi.pillay.2013@business.eunoia.edu.sg,F,3.28
Rebecca LAM,rebecca.lam.2014@sis.eunoia.edu.sg,F,3.28
Peter Kong,peter.kong.2013@sis.eunoia.edu.sg,M,3.28
Parvati Pillay,parvati.pillay.2010@business.eunoia.edu.sg,F,3.28
Therese LAM,therese.lam.2012@sis.eunoia.edu.sg,F,3.29
Reymond Kong,reymond.kong.2013@sis.eunoia.edu.sg,M,3.29
Moses Kong,moses.kong.2013@sis.eunoia.edu.sg,M,3.29
May LAM,may.lam.2012@sis.eunoia.edu.sg,F,3.3
Soheb Pillay,soheb.pillay.2013@business.eunoia.edu.sg,F,3.31
Pratik Pillay,pratik.pillay.2010@business.eunoia.edu.sg,F,3.31
Parna Pillay,parna.pillay.2012@business.eunoia.edu.sg,F,3.31
Woolfgang Kong,woolfgang.kong.2013@sis.eunoia.edu.sg,M,3.32
Wilmett LAM,wilmett.lam.2011@sis.eunoia.edu.sg,F,3.32
Sheila LAM,sheila.lam.2013@sis.eunoia.edu.sg,F,3.32
Shaunak Pillay,shaunak.pillay.2012@business.eunoia.edu.sg,F,3.32
Osmund Kong,osmund.kong.2010@sis.eunoia.edu.sg,M,3.32
Will Kong,will.kong.2011@sis.eunoia.edu.sg,M,3.33
Sharath Pillay,sharath.pillay.2010@business.eunoia.edu.sg,F,3.33
Marion LAM,marion.lam.2013@sis.eunoia.edu.sg,F,3.33
Manual Kong,manual.kong.2013@sis.eunoia.edu.sg,M,3.33
William Kong,william.kong.2010@sis.eunoia.edu.sg,M,3.34
Sofia LAM,sofia.lam.2012@sis.eunoia.edu.sg,F,3.34
Sharon LAM,sharon.lam.2011@sis.eunoia.edu.sg,F,3.34
Pratibha Pillay,pratibha.pillay.2011@business.eunoia.edu.sg,F,3.34
Osmond Kong,osmond.kong.2011@sis.eunoia.edu.sg,M,3.34
Noel Kong,noel.kong.2014@sis.eunoia.edu.sg,M,3.34
Nathaneal Kong,nathaneal.kong.2011@sis.eunoia.edu.sg,M,3.34
Nupur Pillay,nupur.pillay.2013@business.eunoia.edu.sg,F,3.36
Nivedita Pillay,nivedita.pillay.2013@business.eunoia.edu.sg,F,3.36
Solomon Kong,solomon.kong.2013@sis.eunoia.edu.sg,M,3.37
Pratiksha Pillay,pratiksha.pillay.2012@business.eunoia.edu.sg,F,3.37
Obadiah Fan,obadiah.fan.2013@economics.eunoia.edu.sg,M,3.4
Sonya LAM,sonya.lam.2010@sis.eunoia.edu.sg,F,3.41
Praveen Pillay,praveen.pillay.2012@business.eunoia.edu.sg,F,3.41
Merlion Fan,merlion.fan.2011@economics.eunoia.edu.sg,M,3.41
Mahadevan Pillay,mahadevan.pillay.2013@business.eunoia.edu.sg,F,3.41
Murugesan Pillay,murugesan.pillay.2010@business.eunoia.edu.sg,F,3.42
Miles Kong,miles.kong.2012@sis.eunoia.edu.sg,M,3.42
Maya Pillay,maya.pillay.2014@business.eunoia.edu.sg,F,3.42
Tanvi Pillay,tanvi.pillay.2012@business.eunoia.edu.sg,F,3.43
Sophy LAM,sophy.lam.2014@sis.eunoia.edu.sg,F,3.43
Ranjit Pillay,ranjit.pillay.2012@business.eunoia.edu.sg,F,3.43
Prem Pillay,prem.pillay.2014@business.eunoia.edu.sg,F,3.43
Mrudula Pillay,mrudula.pillay.2010@business.eunoia.edu.sg,F,3.43
Vera LAM,vera.lam.2011@sis.eunoia.edu.sg,F,3.44
Sudhakar Pillay,sudhakar.pillay.2013@business.eunoia.edu.sg,F,3.44
Sucharitha Pillay,sucharitha.pillay.2013@business.eunoia.edu.sg,F,3.44
Sadie LAM,sadie.lam.2014@sis.eunoia.edu.sg,F,3.44
Rahul Pillay,rahul.pillay.2012@business.eunoia.edu.sg,F,3.44
Raghuram Pillay,raghuram.pillay.2011@business.eunoia.edu.sg,F,3.44
Norbert Kong,norbert.kong.2014@sis.eunoia.edu.sg,M,3.44
Minna LAM,minna.lam.2010@sis.eunoia.edu.sg,F,3.45
Sunipa Pillay,sunipa.pillay.2013@business.eunoia.edu.sg,F,3.46
Rajul Pillay,rajul.pillay.2013@business.eunoia.edu.sg,F,3.46
Perez Kong,perez.kong.2014@sis.eunoia.edu.sg,M,3.46
Yeshawant Pillay,yeshawant.pillay.2010@business.eunoia.edu.sg,F,3.47
Shivam Pillay,shivam.pillay.2013@business.eunoia.edu.sg,F,3.47
Neel Pillay,neel.pillay.2013@business.eunoia.edu.sg,F,3.47
Nagaveni Pillay,nagaveni.pillay.2011@business.eunoia.edu.sg,F,3.47
Malcolm Kong,malcolm.kong.2013@sis.eunoia.edu.sg,M,3.47
Tamar Fan,tamar.fan.2012@economics.eunoia.edu.sg,M,3.48
Ranjini Pillay,ranjini.pillay.2010@business.eunoia.edu.sg,F,3.48
Theresa LAM,theresa.lam.2013@sis.eunoia.edu.sg,F,3.51
Rex Kong,rex.kong.2012@sis.eunoia.edu.sg,M,3.51
Parag Pillay,parag.pillay.2012@business.eunoia.edu.sg,F,3.51
Orson Kong,orson.kong.2012@sis.eunoia.edu.sg,M,3.51
Myra LAM,myra.lam.2013@sis.eunoia.edu.sg,F,3.51
Maurice Kong,maurice.kong.2013@sis.eunoia.edu.sg,M,3.52
Urmila Pillay,urmila.pillay.2013@business.eunoia.edu.sg,F,3.53
Rose LAM,rose.lam.2013@sis.eunoia.edu.sg,F,3.53
Murray Kong,murray.kong.2013@sis.eunoia.edu.sg,M,3.53
Margot LAM,margot.lam.2013@sis.eunoia.edu.sg,F,3.53
Michaela LAM,michaela.lam.2014@sis.eunoia.edu.sg,F,3.54
Maxine LAM,maxine.lam.2013@sis.eunoia.edu.sg,F,3.54
Maureen LAM,maureen.lam.2013@sis.eunoia.edu.sg,F,3.54
Sravan Pillay,sravan.pillay.2012@business.eunoia.edu.sg,F,3.56
Priyadarshini Pillay,priyadarshini.pillay.2013@business.eunoia.edu.sg,F,3.56
Srikanth Pillay,srikanth.pillay.2012@business.eunoia.edu.sg,F,3.57
Priysabratha Pillay,priysabratha.pillay.2013@business.eunoia.edu.sg,F,3.57
Nicholas Kong,nicholas.kong.2011@sis.eunoia.edu.sg,M,3.58
Namratha Pillay,namratha.pillay.2013@business.eunoia.edu.sg,F,3.58
Mina LAM,mina.lam.2012@sis.eunoia.edu.sg,F,3.58
Susan LAM,susan.lam.2013@sis.eunoia.edu.sg,F,3.59
Ramachandra Pillay,ramachandra.pillay.2013@business.eunoia.edu.sg,F,3.59
Merlin Kong,merlin.kong.2013@sis.eunoia.edu.sg,M,3.59
Subramani Pillay,subramani.pillay.2014@business.eunoia.edu.sg,F,3.6
Rafaela LAM,rafaela.lam.2013@sis.eunoia.edu.sg,F,3.6
Onkar Pillay,onkar.pillay.2013@business.eunoia.edu.sg,F,3.62
Noreen LAM,noreen.lam.2014@sis.eunoia.edu.sg,F,3.62
Varna Pillay,varna.pillay.2013@business.eunoia.edu.sg,F,3.63
Ruth LAM,ruth.lam.2013@sis.eunoia.edu.sg,F,3.63
Sunil Pillay,sunil.pillay.2013@business.eunoia.edu.sg,F,3.65
Raju Pillay,raju.pillay.2013@business.eunoia.edu.sg,F,3.65
Victor Kong,victor.kong.2014@sis.eunoia.edu.sg,M,3.66
